date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,month,date_ind,year,is_weekend,day_of_week_name,usage_cpu_lag_1,usage_storage_lag_1,users_active_lag_1,usage_cpu_lag_3,usage_storage_lag_3,users_active_lag_3,usage_cpu_lag_7,usage_storage_lag_7,users_active_lag_7,usage_cpu_rolling_mean_3,usage_storage_rolling_mean_3,users_active_rolling_mean_3,usage_cpu_rolling_mean_7,usage_storage_rolling_mean_7,users_active_rolling_mean_7,usage_cpu_rolling_mean_30,usage_storage_rolling_mean_30,users_active_rolling_mean_30,usage_cpu_rolling_std_3,usage_cpu_rolling_std_7,usage_cpu_rolling_std_30,usage_storage_rolling_std_3,usage_storage_rolling_std_7,usage_storage_rolling_std_30,users_active_rolling_std_3,users_active_rolling_std_7,users_active_rolling_std_30,cpu_per_user,storage_per_user,cpu_storage_ratio,econ_demand_ratio,system_stress,cpu_utilization_ratio,storage_efficiency
19-01-2023,East US,Container,64,1938,200,102.09,0.8,0,1,19,2023,FALSE,Thursday,52,672,340,97,1228,386,93,504,302,70.66666667,1232.333333,249.3333333,75.42857143,1170,332.8571429,76.4,1203.333333,343.7666667,22.74496281,17.09636553,15.47099622,645.3916124,448.6940309,487.4611449,78.62145593,102.1035889,93.11790203,0.32,9.69,0.033023736,127.6125,51.2,0.754285714,0.586466165
20-01-2023,East US,Container,54,949,209,86.72,1.02,0,1,20,2023,FALSE,Friday,64,1938,200,96,1087,208,71,1360,446,56.66666667,1186.333333,249.6666667,73,1111.285714,299,76.4,1203.333333,343.7666667,6.429100507,18.93849695,15.47099622,665.5331196,446.5735155,487.4611449,78.36027905,97.52435593,93.11790203,0.258373206,4.540669856,0.056902002,85.01960784,55.08,0.73,0.557035446
21-01-2023,East US,Container,59,582,344,107.38,1.02,1,1,21,2023,TRUE,Saturday,54,949,209,52,672,340,65,1291,446,59,1156.333333,251,72.14285714,1010,284.4285714,76.4,1203.333333,343.7666667,5,19.48870247,15.47099622,701.3731769,478.2959335,487.4611449,80.66597796,77.45505609,93.11790203,0.171511628,1.691860465,0.10137457,105.2745098,60.18,0.721428571,0.506265664
22-01-2023,East US,Container,86,1352,265,98.84,0.97,1,1,22,2023,TRUE,Sunday,59,582,344,64,1938,200,83,614,304,66.33333333,961,272.6666667,72.57142857,1115.428571,278.8571429,76.4,1203.333333,343.7666667,17.21433511,19.79778727,15.47099622,385.1402342,457.3371685,487.4611449,67.82575715,77.21491344,93.11790203,0.324528302,5.101886792,0.063609467,101.8969072,83.42,0.725714286,0.559112066
23-01-2023,East US,Container,60,610,448,85.21,0.93,0,1,23,2023,FALSE,Monday,86,1352,265,54,949,209,97,1228,386,68.33333333,848,352.3333333,67.28571429,1027.142857,287.7142857,76.4,1203.333333,343.7666667,15.30795,16.91857249,15.47099622,436.7012709,490.4366859,487.4611449,91.78416712,93.4107672,93.11790203,0.133928571,1.361607143,0.098360656,91.62365591,55.8,0.672857143,0.514858575
24-01-2023,East US,Container,94,1596,481,95.39,1.11,0,1,24,2023,FALSE,Tuesday,60,610,448,59,582,344,96,1087,208,80,1186,398,67,1099.857143,326.7142857,76.4,1203.333333,343.7666667,17.77638883,16.36052159,15.47099622,513.5328617,536.3725163,487.4611449,116.3572086,110.0843832,93.11790203,0.195426195,3.318087318,0.058897243,85.93693694,104.34,0.67,0.551306839
25-01-2023,East US,Container,92,1797,493,103.44,0.82,0,1,25,2023,FALSE,Wednesday,94,1596,481,86,1352,265,52,672,340,82,1334.333333,474,72.71428571,1260.571429,348.5714286,76.4,1203.333333,343.7666667,19.07878403,17.21156865,15.47099622,635.2907471,555.0248815,487.4611449,23.3023604,127.0444242,93.11790203,0.186612576,3.645030426,0.051196439,126.1463415,75.44,0.727142857,0.631865378
26-01-2023,East US,Container,68,924,300,103.24,0.96,0,1,26,2023,FALSE,Thursday,92,1797,493,60,610,448,64,1938,200,84.66666667,1439,424.6666667,73.28571429,1115.714286,362.8571429,76.4,1203.333333,343.7666667,14.46835628,16.93826325,15.47099622,457.1859578,475.3597635,487.4611449,108.1310933,112.3230884,93.11790203,0.226666667,3.08,0.073593074,107.5416667,65.28,0.732857143,0.559255281
27-01-2023,East US,Container,98,1003,261,93.23,1.06,0,1,27,2023,FALSE,Friday,68,924,300,94,1596,481,54,949,209,86,1241.333333,351.3333333,79.57142857,1123.428571,370.2857143,76.4,1203.333333,343.7666667,15.87450787,16.7516879,15.47099622,482.839863,472.6337049,487.4611449,124.2269429,101.6656518,93.11790203,0.375478927,3.842911877,0.097706879,87.95283019,103.88,0.795714286,0.563122091
28-01-2023,East US,Container,89,820,300,110.31,1.09,1,1,28,2023,TRUE,Saturday,98,1003,261,92,1797,493,59,582,344,85,915.6666667,287,83.85714286,1157.428571,364,76.4,1203.333333,343.7666667,15.39480432,14.26450807,15.47099622,91.78416712,434.1903796,487.4611449,22.5166605,104.8713498,93.11790203,0.296666667,2.733333333,0.108536585,101.2018349,97.01,0.838571429,0.580164697
29-01-2023,East US,Container,74,1565,288,91.61,0.97,1,1,29,2023,TRUE,Sunday,89,820,300,68,924,300,86,1352,265,87,1129.333333,283,82.14285714,1187.857143,367.2857143,76.4,1203.333333,343.7666667,12.12435565,14.67910728,15.47099622,388.2348945,456.965144,487.4611449,19.97498436,101.5606786,93.11790203,0.256944444,5.434027778,0.047284345,94.44329897,71.78,0.821428571,0.595417114
30-01-2023,East US,Container,86,1934,488,103.31,1.1,0,1,30,2023,FALSE,Monday,74,1565,288,98,1003,261,60,610,448,83,1439.666667,358.6666667,85.85714286,1377,373,76.4,1203.333333,343.7666667,7.937253933,10.96096972,15.47099622,567.4771655,451.9011691,487.4611449,112.1665428,107.7930115,93.11790203,0.176229508,3.963114754,0.044467425,93.91818182,94.6,0.858571429,0.690225564
31-01-2023,East US,Container,59,1371,237,95.21,0.98,0,1,31,2023,FALSE,Tuesday,86,1934,488,89,820,300,94,1596,481,73,1623.333333,337.6666667,80.85714286,1344.857143,338.1428571,76.03333333,1228.333333,337.8666667,13.52774926,14.14718548,15.75564121,285.9970862,441.612737,475.6549991,132.6662479,106.4916719,94.11648444,0.248945148,5.784810127,0.043034282,97.15306122,57.82,0.808571429,0.674113856
01-02-2023,East US,Container,95,1928,309,88.94,0.88,0,2,1,2023,FALSE,Wednesday,59,1371,237,74,1565,288,92,1797,493,80,1744.333333,344.6666667,81.28571429,1363.571429,311.8571429,76.33333333,1254.4,340.8333333,18.734994,14.57982951,16.03516251,323.3300687,466.065395,492.1295456,129.2452449,81.72602313,91.64326765,0.307443366,6.239482201,0.049273859,101.0681818,83.6,0.812857143,0.68349445
02-02-2023,East US,Container,56,1348,283,108.13,1.14,0,2,2,2023,FALSE,Thursday,95,1928,309,86,1934,488,68,924,300,70,1549,276.3333333,79.57142857,1424.142857,309.4285714,76.3,1233.166667,336.4666667,21.70253441,16.91997974,16.07772072,328.4250295,425.17425,472.8859368,36.46002377,82.38700776,91.1564526,0.197879859,4.763250883,0.041543027,94.85087719,63.84,0.795714286,0.713856069
03-02-2023,East US,Container,50,1787,254,99.28,1.1,0,2,3,2023,FALSE,Friday,56,1348,283,59,1371,237,98,1003,261,67,1687.666667,282,72.71428571,1536.142857,308.4285714,76.06666667,1250.1,337.2,24.43358345,17.90450861,16.41473966,302.4902202,398.1488116,483.5586724,27.51363298,83.11208725,90.37218064,0.196850394,7.035433071,0.027979855,90.25454545,55,0.727142857,0.76999642
04-02-2023,East US,Container,70,1409,422,103.62,0.94,1,2,4,2023,TRUE,Saturday,50,1787,254,95,1928,309,89,820,300,58.66666667,1514.666667,319.6666667,70,1620.285714,325.8571429,75.56666667,1262.933333,339.3,10.26320288,16.40121947,16.36161052,237.81155,259.768945,482.4587839,89.80163324,93.22629917,91.61958456,0.165876777,3.338862559,0.049680625,110.2340426,65.8,0.7,0.81217329
05-02-2023,East US,Container,95,627,423,103.61,1.15,1,2,5,2023,TRUE,Sunday,70,1409,422,56,1348,283,74,1565,288,71.66666667,1274.333333,366.3333333,73,1486.285714,345.1428571,76.03333333,1217.333333,339,22.54624876,18.97366596,16.71770347,591.6091052,458.7569125,475.4793105,97.28480525,97.93438036,91.31982449,0.224586288,1.482269504,0.151515152,90.09565217,109.25,0.73,0.745005371
06-02-2023,East US,Container,72,841,226,99.64,1.16,0,2,6,2023,FALSE,Monday,95,627,423,50,1787,254,86,1934,488,79,959,357,71,1330.142857,307.7142857,76.6,1196,331.9,13.89244399,18.09235566,16.26207774,404.1336413,466.9098516,477.5941864,113.4504297,83.19397872,91.55678472,0.318584071,3.721238938,0.085612366,85.89655172,83.52,0.71,0.666738274
07-02-2023,East US,Container,71,568,488,73.8,1.08,0,2,7,2023,FALSE,Tuesday,72,841,226,70,1409,422,59,1371,237,79.33333333,678.6666667,379,72.71428571,1215.428571,343.5714286,76.26666667,1164.466667,341.2333333,13.57694124,17.31775857,16.27126372,143.646557,546.9774088,487.0112746,136.429469,100.0247588,92.75465722,0.145491803,1.163934426,0.125,68.33333333,76.68,0.727142857,0.609237379
08-02-2023,East US,Container,73,838,463,100.87,0.97,0,2,8,2023,FALSE,Wednesday,71,568,488,95,627,423,95,1928,309,72,749,392.3333333,69.57142857,1059.714286,365.5714286,75.46666667,1128.566667,345.5333333,1,14.33942285,15.79989815,156.7577749,458.2705585,469.1457889,144.5902256,107.788152,95.36128519,0.157667387,1.809935205,0.087112172,103.9896907,70.81,0.695714286,0.531185106
09-02-2023,East US,Container,79,871,302,100.92,0.8,0,2,9,2023,FALSE,Thursday,73,838,463,72,841,226,56,1348,283,74.33333333,759,417.6666667,72.85714286,991.5714286,368.2857143,75.23333333,1131.633333,342.9333333,4.163331999,13.30950251,15.69028545,166.2317659,443.4846323,467.0781138,100.9471809,105.578903,95.45243745,0.261589404,2.88410596,0.090700344,126.15,63.2,0.728571429,0.497028285
10-02-2023,East US,Container,81,1562,228,97.8,1.04,0,2,10,2023,FALSE,Friday,79,871,302,71,568,488,50,1787,254,77.66666667,1090.333333,331,77.28571429,959.4285714,364.5714286,76.06666667,1165.866667,338.1333333,4.163331999,8.845230084,15.29239913,408.8084311,379.8073446,459.4142998,120.1540678,110.6071986,97.53822711,0.355263158,6.850877193,0.051856594,94.03846154,84.24,0.772857143,0.480916577
11-02-2023,East US,Container,56,1063,459,114.78,0.95,1,2,11,2023,TRUE,Saturday,81,1562,228,73,838,463,70,1409,422,72,1165.333333,329.6666667,75.28571429,910,369.8571429,74.83333333,1184.5,343.3666667,13.89244399,11.84221665,15.37145436,356.685202,330.9159007,442.6753111,117.9590324,114.6202841,99.72011983,0.122004357,2.315904139,0.052681091,120.8210526,53.2,0.752857143,0.456140351
12-02-2023,East US,Container,96,1612,267,91.92,0.95,1,2,12,2023,TRUE,Sunday,56,1063,459,79,871,302,95,627,423,77.66666667,1412.333333,318,75.42857143,1050.714286,347.5714286,75.66666667,1192.9,337.4,20.20725942,12.12239172,15.82737335,303.5627338,393.9423453,448.4732991,123.6567831,117.6900692,98.71750011,0.359550562,6.037453184,0.05955335,96.75789474,91.2,0.754285714,0.526673827
13-02-2023,East US,Container,99,1563,423,109.15,1.03,0,2,13,2023,FALSE,Monday,96,1612,267,81,1562,228,72,841,226,83.66666667,1412.666667,383,79.28571429,1153.857143,375.7142857,76.8,1201.966667,336.6333333,24.00694344,14.84042099,16.24892569,303.8096992,423.3065983,453.2489978,102.0588066,106.8265171,97.93118039,0.234042553,3.695035461,0.063339731,105.9708738,101.97,0.792857143,0.578374508
14-02-2023,East US,Container,92,1960,357,94.7,1.05,0,2,14,2023,FALSE,Tuesday,99,1563,423,56,1063,459,71,568,488,95.66666667,1711.666667,349,82.28571429,1352.714286,357,77.1,1246.833333,338.4,3.511884584,15.00793441,16.44919032,216.4539982,429.1385613,459.6146874,78.3070878,94.65903725,97.80014809,0.257703081,5.490196078,0.046938776,90.19047619,96.6,0.822857143,0.678052274
15-02-2023,East US,Container,53,1230,391,100.97,1.1,0,2,15,2023,FALSE,Wednesday,92,1960,357,96,1612,267,73,838,463,81.33333333,1584.333333,390.3333333,79.42857143,1408.714286,346.7142857,75.63333333,1246.9,338.5666667,24.78574859,18.55493773,16.57476964,365.4672808,372.6337408,459.6120065,33.00505012,84.59849149,97.88828373,0.135549872,3.145780051,0.043089431,91.79090909,58.3,0.794285714,0.706122449
16-02-2023,East US,Container,78,656,274,92.98,0.97,0,2,16,2023,FALSE,Thursday,53,1230,391,99,1563,423,79,871,302,74.33333333,1282,340.6666667,79.28571429,1378,342.7142857,75.03333333,1232.533333,340.7666667,19.75685535,18.56263528,16.13196299,653.5533643,428.9471607,471.368348,60.18582336,87.67119308,95.56679676,0.284671533,2.394160584,0.118902439,95.8556701,75.66,0.792857143,0.690726817
17-02-2023,East US,Container,64,1550,373,96.08,0.85,0,2,17,2023,FALSE,Friday,78,656,274,92,1960,357,81,1562,228,65,1145.333333,346,76.85714286,1376.285714,363.4285714,75.43333333,1261.8,341.8666667,12.52996409,19.39440273,15.68369092,452.9738771,428.1124129,462.5397206,63,71.73064697,95.74741676,0.171581769,4.155495979,0.041290323,113.0352941,54.4,0.768571429,0.689867526
18-02-2023,East US,Container,82,601,466,102.96,1.03,1,2,18,2023,TRUE,Saturday,64,1550,373,53,1230,391,56,1063,459,74.66666667,935.6666667,371,80.57142857,1310.285714,364.4285714,76.03333333,1217.233333,350.7333333,9.451631253,17.08661409,15.57514229,532.7385225,511.8771709,459.5414268,96.01562373,73.31634002,94.46471092,0.175965665,1.289699571,0.136439268,99.96116505,84.46,0.805714286,0.656784819
19-02-2023,East US,Container,55,508,461,100.05,0.98,1,2,19,2023,TRUE,Sunday,82,601,466,78,656,274,96,1612,267,67,886.3333333,433.3333333,74.71428571,1152.571429,392.1428571,76.06666667,1202.533333,359.1333333,13.74772708,17.92311623,15.52735813,576.630153,570.1788775,475.2041836,52.30997356,66.71938392,92.61292579,0.119305857,1.101952278,0.108267717,102.0918367,53.9,0.747142857,0.577730039
20-02-2023,East US,Container,68,1249,372,85.85,0.96,0,2,20,2023,FALSE,Monday,55,508,461,64,1550,373,99,1563,423,68.33333333,786,433,70.28571429,1107.714286,384.8571429,76.36666667,1224.766667,360.0666667,13.50308607,14.4073394,15.27107551,403.6570326,544.2709847,460.5476263,52.88667129,65.56276527,92.59624381,0.182795699,3.357526882,0.054443555,89.42708333,65.28,0.702857143,0.555245256
21-02-2023,East US,Container,90,919,449,96.57,0.92,0,2,21,2023,FALSE,Tuesday,68,1249,372,82,601,466,92,1960,357,71,892,427.3333333,70,959,398,76.5,1210.333333,366.2,17.69180601,13.91641716,15.37519274,371.237121,394.0803641,463.2000635,48.29423706,68.21534529,92.17502093,0.200445434,2.046770601,0.097932535,104.9673913,82.8,0.7,0.480701754
22-02-2023,East US,Container,88,1337,344,98.39,1.04,0,2,22,2023,FALSE,Wednesday,90,919,449,55,508,461,53,1230,391,82,1168.333333,388.3333333,75,974.2857143,391.2857143,77.43333333,1234.566667,362.7333333,12.16552506,13.0511813,15.18775217,220.3663616,408.1673326,449.5247056,54.37217426,71.26409635,90.93989426,0.255813953,3.886627907,0.065818998,94.60576923,91.52,0.75,0.488363767
23-02-2023,East US,Container,86,804,319,118.86,1.02,0,2,23,2023,FALSE,Thursday,88,1337,344,68,1249,372,78,656,274,88,1020,370.6666667,76.14285714,995.4285714,397.7142857,77.16666667,1208.166667,357.3333333,2,13.69219451,14.95529737,280.4870764,392.4635258,450.8209434,68.98067362,60.0713861,88.45077857,0.269592476,2.520376176,0.106965174,116.5294118,87.72,0.761428571,0.49896169
24-02-2023,East US,Container,99,1708,238,102.58,0.99,0,2,24,2023,FALSE,Friday,86,804,319,90,919,449,64,1550,373,91,1283,300.3333333,81.14285714,1018,378.4285714,77.4,1205.2,348.8333333,7,14.85966096,15.24648066,454.4128079,432.2051982,447.0898544,55.41058864,85.58204084,87.2076726,0.415966387,7.176470588,0.057962529,103.6161616,98.01,0.811428571,0.510275689
25-02-2023,East US,Container,98,1087,488,80.81,1,1,2,25,2023,TRUE,Saturday,99,1708,238,88,1337,344,82,601,466,94.33333333,1199.666667,348.3333333,83.42857143,1087.428571,381.5714286,78.4,1210.633333,355.1,7.234178138,16.18494303,15.58867847,462.411433,391.1388744,444.5378447,127.5552168,89.64161449,90.27824804,0.200819672,2.227459016,0.090156394,80.81,98,0.834285714,0.545076978
26-02-2023,East US,Container,73,1321,288,100.6,1.25,1,2,26,2023,TRUE,Sunday,98,1087,488,86,804,319,55,508,461,90,1372,338,86,1203.571429,356.8571429,77.56666667,1221.233333,356,14.73091986,11.73314394,15.16730452,313.6255729,300.6470007,443.2054621,132.2875656,87.92502217,89.43847818,0.253472222,4.586805556,0.055261166,80.48,91.25,0.86,0.603293949
27-02-2023,East US,Container,64,542,220,98.08,1.03,0,2,27,2023,FALSE,Monday,73,1321,288,99,1708,238,68,1249,372,78.33333333,983.3333333,332,85.42857143,1102.571429,335.1428571,76.73333333,1211.966667,353.3333333,17.61628035,12.80438913,15.2042039,399.7128136,388.7024814,454.642526,139.3125981,101.3121062,92.31218896,0.290909091,2.463636364,0.118081181,95.22330097,65.92,0.854285714,0.552667383
28-02-2023,East US,Container,80,1631,273,99.65,0.88,0,2,28,2023,FALSE,Tuesday,64,542,220,98,1087,488,90,919,449,72.33333333,1164.666667,260.3333333,84,1204.285714,310,76.93333333,1214.166667,352.8333333,8.020806277,12.76714533,15.2064717,561.0796141,424.1963831,456.5653697,35.72580767,89.4967411,92.71799414,0.293040293,5.974358974,0.049049663,113.2386364,70.4,0.84,0.603651987
01-03-2023,East US,Container,76,1816,267,111.43,1.08,0,3,1,2023,FALSE,Wednesday,80,1631,273,73,1321,288,88,1337,344,73.33333333,1329.666667,253.3333333,82.28571429,1272.714286,299,76.6,1210.233333,345.4666667,8.326663998,12.94493834,15.11017013,688.3824034,483.6423314,450.6197023,29.0229794,89.35323161,90.35780726,0.284644195,6.801498127,0.04185022,103.1759259,82.08,0.822857143,0.637952023
02-03-2023,East US,Container,74,1269,490,107.91,0.91,0,3,2,2023,FALSE,Thursday,76,1816,267,64,542,220,86,804,319,76.66666667,1572,343.3333333,80.57142857,1339.142857,323.4285714,77.1,1206.833333,353.9,3.055050463,13.16380318,14.75162177,278.2319177,438.3474378,449.7488252,127.0524826,115.3312001,91.68211573,0.151020408,2.589795918,0.058313633,118.5824176,67.34,0.805714286,0.671249552
03-03-2023,East US,Container,87,566,499,114.03,0.86,0,3,3,2023,FALSE,Friday,74,1269,490,80,1631,273,99,1708,238,79,1217,418.6666667,78.85714286,1176,360.7142857,76.83333333,1161.433333,360.2333333,7,10.96096972,14.48681525,626.6202997,487.8995798,443.1352781,131.4242494,124.9022475,94.97683323,0.174348697,1.134268537,0.153710247,132.5930233,74.82,0.788571429,0.589473684
04-03-2023,East US,Container,77,1126,303,105.87,1.22,1,3,4,2023,TRUE,Saturday,87,566,499,76,1816,267,98,1087,488,79.33333333,987,430.6666667,75.85714286,1181.571429,334.2857143,77.53333333,1154.033333,360.9,6.806859286,7.010196655,13.94257517,371.541384,486.9356074,441.7638223,110.6541158,112.4302959,94.48493768,0.254125413,3.716171617,0.068383659,86.77868852,93.94,0.758571429,0.59226638
